vuln_id,severity_raw,ip,instance_id,hostname,port,component,affected_version,cvss_score,cvss_vector,description,references,title,fix_version,published_date,epss_score,kev_flag,exploit_exists,exploit_count,asset_id,inferred_role,exposure_score,environment,cloud_type,dependency_level,dependency_score,asset_criticality_score,first_seen,last_seen,priority_score,priority_level,fix_available
CVE-2022-45198,HIGH,10.110.172.27,,fraud-detection-api.internal,,pillow,5.4.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Pillow vulnerable to Data Amplification attack.,"['https://nvd.nist.gov/vuln/detail/CVE-2022-45198', 'https://github.com/python-pillow/Pillow/pull/6402', 'https://bugs.gentoo.org/855683', 'https://cwe.mitre.org/data/definitions/409.html', 'https://github.com/python-pillow/Pillow/releases/tag/9.2.0', 'https://github.com/python-pillow/Pillow/pull/6402/commits/c9f1b35e981075110a23487a8d4a6cbb59a588ea', 'https://github.com/python-pillow/Pillow/commit/11918eac0628ec8ac0812670d9838361ead2d6a4', 'https://security.gentoo.org/glsa/202211-10', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2022-42979.yaml']",CVE-2022-45198: Pillow before 9.2.0 performs Improper Handling of Highly Compressed GIF Data ...,9.2.0,14-11-2022,0.00334,0,0,0,ca8aa494-fa92-4695-bcf1-a2704ee1afcc,fraud_detection_api,0.5,prod,azure,critical,1.0,0.75,04-07-2022 11:54,2026-06-16T04:53:49.070884+00:00,4.76,MEDIUM,1
CVE-2018-16487,HIGH,10.134.91.130,,,,lodash,4.17.4,5.6,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,Prototype Pollution in lodash,"['https://nvd.nist.gov/vuln/detail/CVE-2018-16487', 'https://hackerone.com/reports/380873', 'https://github.com/lodash/lodash/commit/90e6199a161b6445b01454517b40ef65ebecd2ad', 'https://security.netapp.com/advisory/ntap-20190919-0004', 'https://github.com/rubysec/ruby-advisory-db/blob/master/gems/lodash-rails/CVE-2018-16487.yml']",CVE-2018-16487: A prototype pollution vulnerability was found in lodash <4.17.11 where the fu...,4.17.11,01-02-2019,0.00468,0,0,0,34581812-a35e-4c0a-b576-64331cdce4cf,UNKNOWN,0.5,UNKNOWN,NONE,LOW,0.25,0.38,06:06.8,2026-06-16T04:53:49.070884+00:00,2.86,LOW,1
CVE-2020-28168,MEDIUM,10.57.12.190,i-05ed25,payment-db.internal,,axios,0.19.0,5.9,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,Axios vulnerable to Server-Side Request Forgery,"['https://nvd.nist.gov/vuln/detail/CVE-2020-28168', 'https://github.com/axios/axios/issues/3369', 'https://github.com/axios/axios/commit/c7329fefc890050edd51e40e469a154d0117fc55', 'https://snyk.io/vuln/SNYK-JS-AXIOS-1038255', 'https://www.npmjs.com/package/axios', 'https://www.npmjs.com/advisories/1594', 'https://lists.apache.org/thread.html/r954d80fd18e9dafef6e813963eb7e08c228151c2b6268ecd63b35d1f@%3Ccommits.druid.apache.org%3E', 'https://lists.apache.org/thread.html/r25d53acd06f29244b8a103781b0339c5e7efee9099a4d52f0c230e4a@%3Ccommits.druid.apache.org%3E', 'https://lists.apache.org/thread.html/rdfd2901b8b697a3f6e2c9c6ecc688fd90d7f881937affb5144d61d6e@%3Ccommits.druid.apache.org%3E', 'https://cert-portal.siemens.com/productcert/pdf/ssa-637483.pdf']",CVE-2020-28168: Axios NPM package 0.21.0 contains a Server-Side Request Forgery (SSRF) vulner...,<= 0.21.0,06-11-2020,0.00438,0,0,0,4effa8e8-92bb-47bb-a776-7ec04d03d8fe,payment_db,0.5,prod,aws,critical,1.0,0.75,05-04-2022 23:06,2026-06-16T04:53:49.070884+00:00,4.36,MEDIUM,1
CVE-2020-11538,CRITICAL,10.57.12.191,i-09af73,invoice-service.internal,,pillow,5.4.1,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,Out-of-bounds read in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2020-11538', 'https://github.com/python-pillow/Pillow/pull/4504', 'https://github.com/python-pillow/Pillow/pull/4538', 'https://github.com/python-pillow/Pillow/commit/2ef59fdbaeb756bc512ab3f2ad15ac45665b303d', 'https://github.com/python-pillow/Pillow/blob/master/docs/releasenotes/7.1.0.rst#security', 'https://pillow.readthedocs.io/en/stable/releasenotes/7.1.0.html', 'https://pillow.readthedocs.io/en/stable/releasenotes/index.html', 'https://snyk.io/vuln/SNYK-PYTHON-PILLOW-574574', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2020-80.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BEBCPE4F2VHTIT6EZA2YZQZLPVDEBJGD', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HOKHNWV2VS5GESY7IBD237E7C6T3I427', 'https://usn.ubuntu.com/4430-1', 'https://usn.ubuntu.com/4430-2']","CVE-2020-11538: In libImaging/SgiRleDecode.c in Pillow through 7.0.0, a number of out-of-boun...",<= 7.0.0,25-06-2020,0.00267,0,0,0,f90c764f-3161-4743-bd40-9cb2f7810b2a,API,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,4.11,MEDIUM,1
CVE-2020-10378,HIGH,10.110.172.99,,customer-portal.internal,,pillow,5.4.1,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,Out-of-bounds read in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2020-10378', 'https://github.com/python-pillow/Pillow/pull/4538', 'https://github.com/python-pillow/Pillow/commit/6a83e4324738bb0452fbe8074a995b1c73f08de7#diff-9478f2787e3ae9668a15123b165c23ac', 'https://github.com/pypa/advisory-db/blob/7872b0a91b4d980f749e6d75a81f8cc1af32829f/vulns/pillow/PYSEC-2020-77.yaml', 'https://github.com/python-pillow/Pillow/commits/master/src/libImaging', 'https://pillow.readthedocs.io/en/stable/releasenotes/6.2.3.html', 'https://pillow.readthedocs.io/en/stable/releasenotes/7.1.0.html', 'https://github.com/python-pillow/Pillow/issues/4750', 'https://github.com/python-pillow/Pillow/commit/124f4bb591e16212605d0e41c413ed53e242cba2', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BEBCPE4F2VHTIT6EZA2YZQZLPVDEBJGD', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HOKHNWV2VS5GESY7IBD237E7C6T3I427', 'https://usn.ubuntu.com/4430-1', 'https://usn.ubuntu.com/4430-2', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2020-77.yaml']","CVE-2020-10378: In libImaging/PcxDecode.c in Pillow before 7.1.0, an out-of-bounds read can o...",7.1.0,25-06-2020,0.00319,0,0,0,440015ba-b0c7-4722-a16f-1ba9d1ff05b9,WEB,0.5,PROD,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.46,LOW,1
CVE-2020-35653,HIGH,10.200.50.15,,hr-db.internal,,pillow,5.4.1,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:H,Pillow Out-of-bounds Read,"['https://nvd.nist.gov/vuln/detail/CVE-2020-35653', 'https://pillow.readthedocs.io/en/stable/releasenotes/index.html', 'https://lists.debian.org/debian-lts-announce/2021/07/msg00018.html', 'https://github.com/python-pillow/Pillow/commit/2f409261eb1228e166868f8f0b5da5cda52e55bf', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-69.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/6BYVI5G44MRIPERKYDQEL3S3YQCZTVHE', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BF553AMNNNBW7SH4IM4MNE4M6GNZQ7YD']","CVE-2020-35653: In Pillow before 8.1.0, PcxDecode has a buffer over-read when decoding a craf...",8.1.0,12-01-2021,0.00275,0,0,0,313a9a4c-c756-4194-abd6-42a95984a06e,DATABASE,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.86,LOW,1
CVE-2020-10177,HIGH,10.45.78.10,i-0ff782,,,pillow,5.4.1,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,Out-of-bounds reads in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2020-10177', 'https://github.com/python-pillow/Pillow/pull/4503', 'https://github.com/python-pillow/Pillow/pull/4538', 'https://github.com/python-pillow/Pillow/commits/master/src/libImaging', 'https://pillow.readthedocs.io/en/stable/releasenotes/6.2.3.html', 'https://pillow.readthedocs.io/en/stable/releasenotes/7.1.0.html', 'https://snyk.io/vuln/SNYK-PYTHON-PILLOW-574573', 'https://lists.debian.org/debian-lts-announce/2020/08/msg00012.html', 'https://github.com/python-pillow/Pillow/issues/4750', 'https://github.com/python-pillow/Pillow/commit/f6926a041b4b544fd2ced3752542afb6c8c19405', 'https://github.com/python-pillow/Pillow/commit/c88b0204d7c930e3bd72626ae6ea078571cc0ea7', 'https://github.com/python-pillow/Pillow/commit/c66d8aa75436f334f686fe32bca8e414bcdd18e6', 'https://github.com/python-pillow/Pillow/commit/c5edc361fd6450f805a6a444723b0f68190b1d0c', 'https://github.com/python-pillow/Pillow/commit/b4e439d6d7fd986cd6b4c7f9ca18830d79dacd44', 'https://github.com/python-pillow/Pillow/commit/8d4f3c0c5f2fecf175aeb895e9c2d6d06d85bdc9', 'https://github.com/python-pillow/Pillow/commit/5b490fc413dfab2d52de46a58905c25d9badb650', 'https://github.com/python-pillow/Pillow/commit/19ff42bd683486a8a308743c76972ef6a6482e9b', 'https://github.com/python-pillow/Pillow/commit/11ef7ca53a7d0af4bc52666c29199deffa5fc1bd', 'https://github.com/python-pillow/Pillow/commit/088ce4df981b70fbec140ee54417bcb49a7dffca', 'https://github.com/python-pillow/Pillow/commit/00c6dd72d9ed0124cec81040b4bab0979a200fe2', 'https://usn.ubuntu.com/4430-2', 'https://usn.ubuntu.com/4430-1', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HOKHNWV2VS5GESY7IBD237E7C6T3I427', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BEBCPE4F2VHTIT6EZA2YZQZLPVDEBJGD', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2020-76.yaml']",CVE-2020-10177: Pillow before 7.1.0 has multiple out-of-bounds reads in libImaging/FliDecode.c.,7.1.0,25-06-2020,0.00319,0,0,0,d76f1270-0b00-4956-b445-9567aa390d94,UNKNOWN,0.5,UNKNOWN,NONE,LOW,0.25,0.38,52:26.1,2026-06-16T04:53:49.070884+00:00,2.83,LOW,1
CVE-2021-25288,HIGH,,,reporting-api.internal,,pillow,5.4.1,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,Pillow Out-of-bounds Read vulnerability,"['https://nvd.nist.gov/vuln/detail/CVE-2021-25288', 'https://github.com/python-pillow/Pillow/pull/5377#issuecomment-833821470', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.2.0.html#cve-2021-25287-cve-2021-25288-fix-oob-read-in-jpeg2kdecode', 'https://security.gentoo.org/glsa/202107-33', 'https://github.com/python-pillow/Pillow/commit/3bf5eddb89afdf690eceaa52bc4d3546ba9a5f87', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-138.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MQHA5HAIBOYI3R6HDWCLAGFTIQP767FL']",CVE-2021-25288: An issue was discovered in Pillow before 8.2.0. There is an out-of-bounds rea...,8.2.0,02-06-2021,0.00267,0,0,0,89cd0d5f-7dd3-419e-a441-0e653438e51c,API,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,4.36,MEDIUM,1
CVE-2024-28219,HIGH,10.88.44.77,,,,pillow,5.4.1,6.7,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,Pillow buffer overflow vulnerability,"['https://nvd.nist.gov/vuln/detail/CVE-2024-28219', 'https://pillow.readthedocs.io/en/stable/releasenotes/10.3.0.html#security', 'https://github.com/python-pillow/Pillow/commit/2a93aba5cfcf6e241ab4f9392c13e3b74032c061', 'https://lists.debian.org/debian-lts-announce/2024/04/msg00008.html', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/4XLPUT3VK4GQ6EVY525TT2QNUIXNRU5M']","CVE-2024-28219: In _imagingcms.c in Pillow before 10.3.0, a buffer overflow exists because st...",10.3.0,03-04-2024,0.00354,0,0,0,e757e8b1-1a9a-459e-a573-816d85820464,UNKNOWN,0.5,UNKNOWN,NONE,LOW,0.25,0.38,06:06.8,2026-06-16T04:53:49.070884+00:00,3.13,LOW,1
CVE-2021-28677,HIGH,10.77.11.22,,bastion-host.internal,,pillow,5.4.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Uncontrolled Resource Consumption in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2021-28677', 'https://github.com/python-pillow/Pillow/pull/5377', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.2.0.html#cve-2021-28677-fix-eps-dos-on-open', 'https://security.gentoo.org/glsa/202107-33', 'https://lists.debian.org/debian-lts-announce/2021/07/msg00018.html', 'https://github.com/python-pillow/Pillow/commit/5a5e6db0abf4e7a638fb1b3408c4e495a096cb92', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MQHA5HAIBOYI3R6HDWCLAGFTIQP767FL', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-93.yaml']","CVE-2021-28677: An issue was discovered in Pillow before 8.2.0. For EPS data, the readline im...",8.2.0,02-06-2021,0.00286,0,0,0,869a7f56-6060-4309-b78c-49cf4bd6020e,MANAGEMENT,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.96,LOW,1
CVE-2021-25289,CRITICAL,10.77.11.23,,dns-core.internal,,pillow,5.4.1,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Out of bounds write in Pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2021-25289', 'https://github.com/python-pillow/Pillow/commit/3fee28eb9479bf7d59e0fa08068f9cc4a6e2f04c', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.1.1.html', 'https://security.gentoo.org/glsa/202107-33', 'https://github.com/python-pillow/Pillow/commit/cbfdde7b1f2295059a20a539ee9960f0bec7b299', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-35.yaml']",CVE-2021-25289: An issue was discovered in Pillow before 8.1.1. TiffDecode has a heap-based b...,8.1.1,19-03-2021,0.00762,0,0,0,47a1999d-8d35-4932-a6b0-c08a876b62d7,MANAGEMENT,0.5,PROD,NONE,CRITICAL,1.0,0.75,52:26.1,2026-06-16T04:53:49.070884+00:00,4.84,MEDIUM,1
CVE-2018-18074,HIGH,10.77.11.24,,backup-storage.internal,,requests,2.18.0,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,Insufficiently Protected Credentials in Requests,"['https://nvd.nist.gov/vuln/detail/CVE-2018-18074', 'https://github.com/requests/requests/issues/4716', 'https://github.com/requests/requests/pull/4718', 'https://github.com/requests/requests/commit/c45d7c49ea75133e52ab22a8e9e13173938e36ff', 'https://access.redhat.com/errata/RHSA-2019:2035', 'https://bugs.debian.org/910766', 'http://docs.python-requests.org/en/master/community/updates/#release-and-version-history', 'http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00024.html', 'https://www.oracle.com/security-alerts/cpujul2022.html', 'https://github.com/pypa/advisory-database/tree/main/vulns/requests/PYSEC-2018-28.yaml', 'https://usn.ubuntu.com/3790-1', 'https://usn.ubuntu.com/3790-2']",CVE-2018-18074: The Requests package before 2.20.0 for Python sends an HTTP Authorization hea...,2.20.0,09-10-2018,0.00198,0,0,0,565486e9-a623-4ca2-89c0-d359fbd7c6c9,STORAGE,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.95,LOW,1
CVE-2024-52798,HIGH,10.77.11.25,,monitoring-server.internal,,path-to-regexp,0.1.7,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,path-to-regexp contains a ReDoS,"['https://github.com/pillarjs/path-to-regexp/security/advisories/GHSA-rhx6-c78j-4q9w', 'https://blakeembrey.com/posts/2024-09-web-redos', 'https://nvd.nist.gov/vuln/detail/CVE-2024-52798', 'https://github.com/pillarjs/path-to-regexp/commit/f01c26a013b1889f0c217c643964513acf17f6a4', 'https://security.netapp.com/advisory/ntap-20250124-0002']",CVE-2024-52798: path-to-regexp turns path strings into a regular expressions. In certain case...,,05-12-2024,0.00293,0,0,0,9bf5097d-b003-4441-8e99-a0f4189fe4b1,MONITORING,0.5,UNKNOWN,NONE,LOW,0.25,0.38,52:26.1,2026-06-16T04:53:49.070884+00:00,3.33,LOW,1
CVE-2021-23437,HIGH,10.77.11.26,,dev-sandbox.internal,,pillow,5.4.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Uncontrolled Resource Consumption in pillow,"['https://nvd.nist.gov/vuln/detail/CVE-2021-23437', 'https://github.com/python-pillow/Pillow/commit/9e08eb8f78fdfd2f476e1b20b7cf38683754866b', 'https://pillow.readthedocs.io/en/stable/releasenotes/8.3.2.html', 'https://snyk.io/vuln/SNYK-PYTHON-PILLOW-1319443', 'https://security.gentoo.org/glsa/202211-10', 'https://lists.debian.org/debian-lts-announce/2024/03/msg00021.html', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/RNSG6VFXTAROGF7ACYLMAZNQV4EJ6I2C', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/VKRCL7KKAKOXCVD7M6WC5OKFGL4L3SJT', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/RNSG6VFXTAROGF7ACYLMAZNQV4EJ6I2C', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/VKRCL7KKAKOXCVD7M6WC5OKFGL4L3SJT', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-317.yaml']",CVE-2021-23437: The package pillow 5.2.0 and before 8.3.2 are vulnerable to Regular Expressio...,8.3.2,03-09-2021,0.00226,0,0,0,dee412a1-f444-4471-8183-c792d8242471,DATABASE,0.5,NON_PROD,NONE,MEDIUM,0.5,0.5,52:26.1,2026-06-16T04:53:49.070884+00:00,3.63,LOW,1
CVE-2020-35654,HIGH,10.77.11.28,,public-api-gateway.internal,,pillow,5.4.1,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,Pillow Out-of-bounds Write,"['https://nvd.nist.gov/vuln/detail/CVE-2020-35654', 'https://pillow.readthedocs.io/en/stable/releasenotes/index.html', 'https://github.com/python-pillow/Pillow/commit/eb8c1206d6b170d4e798a00db7432e023853da5c', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/6BYVI5G44MRIPERKYDQEL3S3YQCZTVHE', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BF553AMNNNBW7SH4IM4MNE4M6GNZQ7YD', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/TQQY6472RX4J2SUJENWDZAWKTJJGP2ML', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/ZTSY25UJU7NJUFHH3HWT575LT4TDFWBZ', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-70.yaml']","CVE-2020-35654: In Pillow before 8.1.0, TiffDecode has a heap-based buffer overflow when deco...",8.1.0,12-01-2021,0.00199,0,0,0,4add5871-c206-4cb1-b9e7-53cfc01e7fb6,API,0.8,UNKNOWN,NONE,HIGH,0.75,0.78,52:26.1,2026-06-16T04:53:49.070884+00:00,4.65,MEDIUM,1
CVE-2023-30861,HIGH,10.110.172.27,,fraud-detection-api.internal,,flask,0.12.0,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,Flask vulnerable to possible disclosure of permanent session cookie due to missing Vary: Cookie header,"['https://github.com/pallets/flask/security/advisories/GHSA-m2qf-hxjv-5gpq', 'https://github.com/pallets/flask/commit/70f906c51ce49c485f1d355703e9cc3386b1cc2b', 'https://github.com/pallets/flask/releases/tag/2.3.2', 'https://github.com/pallets/flask/commit/afd63b16170b7c047f5758eb910c416511e9c965', 'https://nvd.nist.gov/vuln/detail/CVE-2023-30861', 'https://github.com/pallets/flask/releases/tag/2.2.5', 'https://github.com/pypa/advisory-database/tree/main/vulns/flask/PYSEC-2023-62.yaml', 'https://www.debian.org/security/2023/dsa-5442', 'https://lists.debian.org/debian-lts-announce/2023/08/msg00024.html', 'https://security.netapp.com/advisory/ntap-20230818-0006']",CVE-2023-30861: Flask is a lightweight WSGI web application framework. When all of the follow...,2.2.5,02-05-2023,0.00215,0,0,0,ca8aa494-fa92-4695-bcf1-a2704ee1afcc,fraud_detection_api,0.5,prod,azure,critical,1.0,0.75,04-07-2022 11:54,2026-06-16T04:53:49.070884+00:00,4.75,MEDIUM,1
CVE-2020-35655,MEDIUM,10.134.91.130,,,,pillow,5.4.1,5.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:L,Pillow Out-of-bounds Read,"['https://nvd.nist.gov/vuln/detail/CVE-2020-35655', 'https://pillow.readthedocs.io/en/stable/releasenotes/index.html', 'https://github.com/python-pillow/Pillow/commit/2f409261eb1228e166868f8f0b5da5cda52e55bf', 'https://github.com/python-pillow/Pillow/commit/7e95c63fa7f503f185d3d9eb16b9cee1e54d1e46', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/6BYVI5G44MRIPERKYDQEL3S3YQCZTVHE', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BF553AMNNNBW7SH4IM4MNE4M6GNZQ7YD', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2021-71.yaml']","CVE-2020-35655: In Pillow before 8.1.0, SGIRleDecode has a 4-byte buffer over-read when decod...",8.1.0,12-01-2021,0.00165,0,0,0,34581812-a35e-4c0a-b576-64331cdce4cf,UNKNOWN,0.5,UNKNOWN,NONE,LOW,0.25,0.38,06:06.8,2026-06-16T04:53:49.070884+00:00,2.8,LOW,1
CVE-2018-3721,MEDIUM,10.57.12.190,i-05ed25,payment-db.internal,,lodash,4.17.4,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,Prototype Pollution in lodash,"['https://nvd.nist.gov/vuln/detail/CVE-2018-3721', 'https://hackerone.com/reports/310443', 'https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a', 'https://security.netapp.com/advisory/ntap-20190919-0004', 'https://github.com/rubysec/ruby-advisory-db/blob/master/gems/lodash-rails/CVE-2018-3721.yml']",CVE-2018-3721: lodash node module before 4.17.5 suffers from a Modification of Assumed-Immut...,4.17.5,07-06-2018,0.00249,0,0,0,4effa8e8-92bb-47bb-a776-7ec04d03d8fe,payment_db,0.5,prod,aws,critical,1.0,0.75,05-04-2022 23:06,2026-06-16T04:53:49.070884+00:00,4.5,MEDIUM,1
CVE-2020-28500,MEDIUM,10.57.12.191,i-09af73,invoice-service.internal,,lodash,4.17.4,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,Regular Expression Denial of Service (ReDoS) in lodash,"['https://nvd.nist.gov/vuln/detail/CVE-2020-28500', 'https://github.com/lodash/lodash/pull/5065', 'https://github.com/lodash/lodash/pull/5065/commits/02906b8191d3c100c193fe6f7b27d1c40f200bb7', 'https://github.com/lodash/lodash/blob/npm/trimEnd.js%23L8', 'https://snyk.io/vuln/SNYK-JS-LODASH-1018905', 'https://snyk.io/vuln/SNYK-JAVA-ORGFUJIONWEBJARS-1074896', 'https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-1074894', 'https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWER-1074892', 'https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWERGITHUBLODASH-1074895', 'https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-1074893', 'https://www.oracle.com//security-alerts/cpujul2021.html', 'https://www.oracle.com/security-alerts/cpuoct2021.html', 'https://www.oracle.com/security-alerts/cpujan2022.html', 'https://www.oracle.com/security-alerts/cpujul2022.html', 'https://cert-portal.siemens.com/productcert/pdf/ssa-637483.pdf', 'https://github.com/lodash/lodash/commit/c4847ebe7d14540bb28a8b932a9ce1b9ecbfee1a', 'https://security.netapp.com/advisory/ntap-20210312-0006', 'https://github.com/rubysec/ruby-advisory-db/blob/master/gems/lodash-rails/CVE-2020-28500.yml', 'https://github.com/github/advisory-database/pull/6139']",CVE-2020-28500: Lodash versions prior to 4.17.21 are vulnerable to Regular Expression Denial ...,4.17.21,15-02-2021,0.0018,0,0,0,f90c764f-3161-4743-bd40-9cb2f7810b2a,API,0.5,UNKNOWN,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.4,LOW,1
CVE-2019-1010266,MEDIUM,10.110.172.99,,customer-portal.internal,,lodash,4.17.4,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,Regular Expression Denial of Service (ReDoS) in lodash,"['https://nvd.nist.gov/vuln/detail/CVE-2019-1010266', 'https://github.com/lodash/lodash/issues/3359', 'https://snyk.io/vuln/SNYK-JS-LODASH-73639', 'https://github.com/lodash/lodash/commit/5c08f18d365b64063bfbfa686cbb97cdd6267347', 'https://github.com/lodash/lodash/wiki/Changelog', 'https://security.netapp.com/advisory/ntap-20190919-0004', 'https://github.com/rubysec/ruby-advisory-db/blob/master/gems/lodash-rails/CVE-2019-1010266.yml', 'https://github.com/github/advisory-database/pull/6138']",CVE-2019-1010266: lodash prior to 4.17.11 is affected by: CWE-400: Uncontrolled Resource Consum...,4.17.11,17-07-2019,0.00207,0,0,0,440015ba-b0c7-4722-a16f-1ba9d1ff05b9,WEB,0.5,PROD,NONE,HIGH,0.75,0.63,52:26.1,2026-06-16T04:53:49.070884+00:00,3.7,LOW,1
